DateTime_MST,DateTime_UTC,Tree_ID,TA,RH,VPD,n
2026-06-30T20:45:00Z,2026-06-30T20:45:00Z,BioR1192,27.54,41.825,1.5611358816734549,2
2026-06-30T21:00:00Z,2026-06-30T21:00:00Z,BioR1192,28.69333333333333,40.00833333333333,1.5923568838802458,12
2026-07-01T16:30:00Z,2026-07-01T16:30:00Z,BioR1192,31.513333333333335,59.2875,0.7808230475327287,24
2026-07-01T16:45:00Z,2026-07-01T16:45:00Z,BioR1192,32.691071428571426,53.47607142857143,0.9495090407354633,28
2026-07-01T17:00:00Z,2026-07-01T17:00:00Z,BioR1192,33.378571428571426,50.068214285714284,1.000748981017678,28
2026-07-01T17:15:00Z,2026-07-01T17:15:00Z,BioR1192,34.00142857142857,47.47785714285714,1.037139864641019,28
2026-07-01T17:30:00Z,2026-07-01T17:30:00Z,BioR1192,34.48357142857143,46.260357142857146,1.0762057123520967,28
2026-07-01T17:45:00Z,2026-07-01T17:45:00Z,BioR1192,35.00642857142857,45.17,1.0994525878114525,28
2026-07-01T18:00:00Z,2026-07-01T18:00:00Z,BioR1192,35.67857142857143,44.135,1.2059049159474065,28
2026-07-01T18:15:00Z,2026-07-01T18:15:00Z,BioR1192,35.93571428571428,43.692142857142855,1.2019962986369805,28
2026-07-01T18:30:00Z,2026-07-01T18:30:00Z,BioR1192,36.45607142857143,42.82892857142857,1.2642965395553056,28
2026-07-01T18:45:00Z,2026-07-01T18:45:00Z,BioR1192,36.88214285714286,41.89035714285714,1.336868347594041,28
2026-07-01T19:00:00Z,2026-07-01T19:00:00Z,BioR1192,37.57714285714286,41.03357142857143,1.4888899518690988,28
2026-07-01T19:15:00Z,2026-07-01T19:15:00Z,BioR1192,38.11607142857143,40.00607142857143,1.6387308944287136,28
2026-07-01T19:30:00Z,2026-07-01T19:30:00Z,BioR1192,38.543571428571425,38.21214285714286,1.7222551839757025,28
2026-07-01T19:45:00Z,2026-07-01T19:45:00Z,BioR1192,38.559285714285714,37.300714285714285,1.7481862011464668,28
2026-07-01T20:00:00Z,2026-07-01T20:00:00Z,BioR1192,38.555,38.3925,1.717820645495456,28
2026-07-01T20:15:00Z,2026-07-01T20:15:00Z,BioR1192,38.653214285714284,38.854642857142856,1.7222391237018921,28
2026-07-01T20:30:00Z,2026-07-01T20:30:00Z,BioR1192,38.40357142857143,40.041785714285716,1.6095113782729187,28
2026-07-01T20:45:00Z,2026-07-01T20:45:00Z,BioR1192,38.63964285714286,40.879642857142855,1.6588281411963022,28
2026-07-01T21:00:00Z,2026-07-01T21:00:00Z,BioR1192,38.98714285714286,40.916785714285716,1.7485354701628637,28
2026-07-01T21:15:00Z,2026-07-01T21:15:00Z,BioR1192,38.942142857142855,40.599642857142854,1.7397547780691185,28
2026-07-01T21:30:00Z,2026-07-01T21:30:00Z,BioR1192,38.768214285714286,41.46857142857143,1.6947977283158326,28
